State,Year,Station,Men,Women,MenN,WomenN
BCS,2009,summer,0.2222222222222222,0.2222222222222222,6.828509162333333e-07,7.131810477844444e-07
BCS,2009,winter,2.769230769230769,4.6923076923076925,8.509372956129998e-06,1.5059092124344616e-05
BCS,2010,fall,32.125,33.5625,9.871463557782499e-05,0.00010771262512313751
BCS,2010,spring,4.357142857142857,5.428571428571429,1.3388755464695714e-05,1.7421994167290712e-05
BCS,2010,summer,7.666666666666667,10.333333333333334,2.3558356610011113e-05,3.316291872197667e-05
BCS,2010,winter,6.538461538461538,7.846153846153846,2.0091575035303074e-05,2.5180776994831535e-05
BCS,2011,fall,78.8125,98.875,0.00024217734526003746,0.0003173209924484625
BCS,2011,spring,0.21428571428571427,0.7142857142857143,6.584633835107144e-07,2.292367653592857e-06
BCS,2011,summer,0.7777777777777778,1.7777777777777777,2.3899782068166667e-06,5.705448382269999e-06
BCS,2011,winter,15.076923076923077,17.0,4.632880831669846e-05,5.455835015548923e-05
BCS,2012,fall,7.6875,10.125,2.3622373883451876e-05,3.249431148962375e-05
BCS,2012,spring,0.14285714285714285,0.2857142857142857,4.3897558900714283e-07,9.169470614371428e-07
BCS,2012,summer,0.1111111111111111,0.3333333333333333,3.4142545811666666e-07,1.0697715716766667e-06
BCS,2012,winter,5.615384615384615,6.6923076923076925,1.7255117383265383e-05,2.1477721554463847e-05
BCS,2013,fall,78.8125,92.625,0.00024217734526003746,0.0002972627754795125
BCS,2013,spring,0.21428571428571427,0.7142857142857143,6.584633835107144e-07,2.292367653592857e-06
BCS,2013,summer,0.7777777777777778,1.7777777777777777,2.3899782068166667e-06,5.705448382269999e-06
BCS,2013,winter,15.076923076923077,24.692307692307693,4.632880831669846e-05,7.924538642495077e-05
BCS,2014,fall,109.25,132.1875,0.00033570658169275,0.000424231288893
BCS,2014,spring,2.5,2.642857142857143,7.682072807609287e-06,8.481760318291429e-06
BCS,2014,summer,16.555555555555557,26.0,5.0872393259304444e-05,8.344218259075556e-05
BCS,2014,winter,6.285714285714286,6.428571428571429,1.9314925916284283e-05,2.063130888231357e-05
BCS,2015,fall,7.625,15.375,2.343032206322625e-05,4.934321374353063e-05
BCS,2015,spring,0.5714285714285714,0.35714285714285715,1.7559023560271428e-06,1.1461838267964286e-06
BCS,2015,summer,0.8888888888888888,0.8888888888888888,2.7314036649311107e-06,2.8527241911377775e-06
BCS,2015,winter,1.6923076923076923,1.4615384615384615,5.200172362076923e-06,4.69053689119923e-06
BCS,2016,spring,0.7857142857142857,0.5714285714285714,2.4143657395371426e-06,1.8338941228749998e-06
BCS,2016,winter,1.4545454545454546,1.1818181818181819,4.4695696335245444e-06,3.792826481397272e-06
CAM,2008,fall,0.4375,0.625,1.07303768999e-06,1.5070408950625e-06
CAM,2008,spring,0.2857142857142857,0.07142857142857142,7.007593077492857e-07,1.7223324515e-07
CAM,2008,summer,1.1111111111111112,1.1111111111111112,2.7251750856877775e-06,2.6791838134444443e-06
CAM,2008,winter,0.21428571428571427,0.07142857142857142,5.255694808114286e-07,1.7223324515e-07
CAM,2009,fall,7.0625,11.5,1.7321894138425e-05,2.772955246911875e-05
CAM,2009,spring,0.0,0.0,0.0,0.0
CAM,2009,summer,2.0,0.5555555555555556,4.905315154233334e-06,1.3395919067222221e-06
CAM,2009,winter,5.384615384615385,4.153846153846154,1.3206617722950769e-05,1.0016025641e-05
CAM,2010,fall,14.625,15.75,3.587011706533687e-05,3.7977430555562495e-05
CAM,2010,spring,2.857142857142857,2.5,7.0075930774757155e-06,6.028163580250001e-06
CAM,2010,summer,13.88888888888889,13.666666666666666,3.4064688571088885e-05,3.2953960905366663e-05
CAM,2010,winter,3.923076923076923,4.538461538461538,9.621964340996156e-06,1.0943435422607692e-05
CAM,2011,fall,10.4375,11.1875,2.5599613461169372e-05,2.6976032021618752e-05
CAM,2011,spring,2.5714285714285716,3.142857142857143,6.306833769730715e-06,7.5782627865999994e-06
CAM,2011,summer,7.222222222222222,6.777777777777778,1.771363805696e-05,1.6343021262011113e-05
CAM,2011,winter,1.1538461538461537,0.9230769230769231,2.8299895120569232e-06,2.2257834757846153e-06
CAM,2012,fall,16.0,19.6875,3.9242521233881246e-05,4.747178819445625e-05
CAM,2012,spring,10.214285714285714,10.5,2.505214525197929e-05,2.531828703705e-05
CAM,2012,summer,18.77777777777778,18.666666666666668,4.6055458948099995e-05,4.501028806586666e-05
CAM,2012,winter,10.153846153846153,11.0,2.4903907706115386e-05,2.65239197531e-05
CAM,2013,fall,10.4375,11.1875,2.5599613461169372e-05,2.6976032021618752e-05
CAM,2013,spring,2.5714285714285716,3.142857142857143,6.306833769730715e-06,7.5782627865999994e-06
CAM,2013,summer,7.222222222222222,6.777777777777778,1.771363805696e-05,1.6343021262011113e-05
CAM,2013,winter,1.9230769230769231,0.9230769230769231,4.716649186764616e-06,2.2257834757846153e-06
CAM,2014,fall,5.8125,13.0625,1.425607216700125e-05,3.1497154706781254e-05
CAM,2014,spring,3.2142857142857144,2.5714285714285716,7.88354221216143e-06,6.2003968254e-06
CAM,2014,summer,5.888888888888889,-5.888888888888889,1.444342795413333e-05,-1.4199674211211112e-05
CAM,2014,winter,1.3571428571428572,2.2857142857142856,3.3286067118035718e-06,5.5114638448e-06
CAM,2015,fall,3.1875,4.375,7.817846027063127e-06,1.0549286265437499e-05
CAM,2015,spring,3.5,3.857142857142857,8.584301519909287e-06,9.300595238100001e-06
CAM,2015,summer,4.777777777777778,8.11111111111111,1.1718252868445557e-05,1.9558041838144445e-05
CAM,2015,winter,1.5384615384615385,1.1538461538461537,3.7733193494092306e-06,2.782229344730769e-06
CAM,2016,spring,0.0,0.21428571428571427,0.0,5.1669973545e-07
CAM,2016,winter,1.6363636363636365,2.4545454545454546,4.013439671645454e-06,5.918560606063636e-06
CHH,2008,fall,0.0,0.0,0.0,0.0
CHH,2008,spring,0.0,0.0,0.0,0.0
CHH,2008,summer,0.0,0.0,0.0,0.0
CHH,2008,winter,0.0,0.0,0.0,0.0
CHH,2009,fall,0.0,0.0,0.0,0.0
CHH,2009,spring,0.0,0.0,0.0,0.0
CHH,2009,summer,0.0,0.0,0.0,0.0
CHH,2009,winter,0.0,0.0,0.0,0.0
CHH,2010,fall,0.0,0.0,0.0,0.0
CHH,2010,spring,0.0,0.0,0.0,0.0
CHH,2010,summer,0.0,0.0,0.0,0.0
CHH,2010,winter,0.0,0.0,0.0,0.0
CHH,2011,fall,0.0,0.0,0.0,0.0
CHH,2011,spring,0.0,-0.07142857142857142,0.0,-4.167555745228571e-08
CHH,2011,summer,0.0,0.0,0.0,0.0
CHH,2011,winter,0.0,0.07692307692307693,0.0,4.4881369564e-08
CHH,2012,fall,0.0625,0.0,3.69266400598125e-08,0.0
CHH,2012,spring,0.0,0.0,0.0,0.0
CHH,2012,summer,0.0,0.0,0.0,0.0
CHH,2012,winter,0.0,0.0,0.0,0.0
CHH,2013,fall,0.0,0.0,0.0,0.0
CHH,2013,spring,0.0,-0.07142857142857142,0.0,-4.167555745228571e-08
CHH,2013,summer,0.0,0.0,0.0,0.0
CHH,2013,winter,0.0,0.07692307692307693,0.0,4.4881369564e-08
CHH,2014,fall,0.0,0.0,0.0,0.0
CHH,2014,spring,0.0,0.0,0.0,0.0
CHH,2014,summer,0.0,0.0,0.0,0.0
CHH,2014,winter,0.0,0.0,0.0,0.0
CHH,2015,fall,0.375,0.75,2.21559840358875e-07,4.3759335324925e-07
CHH,2015,spring,0.0,0.0,0.0,0.0
CHH,2015,summer,0.0,0.0,0.0,0.0
CHH,2015,winter,0.0,0.0,0.0,0.0
CHH,2016,spring,0.0,0.0,0.0,0.0
CHH,2016,winter,0.0,0.0,0.0,0.0
CHP,2008,fall,13.625,15.8125,5.7909552292225e-06,6.470527336212501e-06
CHP,2008,spring,7.357142857142857,7.357142857142857,3.1269640294095715e-06,3.010567207814286e-06
CHP,2008,summer,23.22222222222222,23.555555555555557,9.87000728161111e-06,9.639011297511114e-06
CHP,2008,winter,1.5,1.9285714285714286,6.375363555101428e-07,7.891778117571428e-07
CHP,2009,fall,54.9375,59.375,2.334976902059125e-05,2.4296446519375e-05
CHP,2009,spring,5.285714285714286,5.928571428571429,2.2465566813232147e-06,2.4259910509571427e-06
CHP,2009,summer,19.555555555555557,21.666666666666668,8.311585079248556e-06,8.866071712333333e-06
CHP,2009,winter,2.3076923076923075,3.076923076923077,9.808251623236153e-07,1.259087107076923e-06
CHP,2010,fall,6.0,5.125,2.5501454220434377e-06,2.0971669627250003e-06
CHP,2010,spring,6.857142857142857,7.642857142857143,2.9144519109070715e-06,3.127482439185714e-06
CHP,2010,summer,16.0,16.22222222222222,6.800387792116e-06,6.638187025644445e-06
CHP,2010,winter,3.230769230769231,2.4615384615384617,1.3731552272536154e-06,1.0072696856615384e-06
CHP,2011,fall,25.5,24.6875,1.0838118043676874e-05,1.0102206710687502e-05
CHP,2011,spring,8.928571428571429,10.857142857142858,3.7948592589917147e-06,4.442778792114285e-06
CHP,2011,summer,19.88888888888889,19.666666666666668,8.453259824921112e-06,8.047665092733333e-06
CHP,2011,winter,3.769230769230769,4.461538461538462,1.6020144317967692e-06,1.8256763052615384e-06
CHP,2012,fall,-29.8125,33.3125,-1.2671035065766876e-05,1.3631585257712499e-05
CHP,2012,spring,10.571428571428571,8.285714285714286,4.493113362644857e-06,3.3905417097714285e-06
CHP,2012,summer,33.44444444444444,35.333333333333336,1.421469948212889e-05,1.4458516946266668e-05
CHP,2012,winter,81.15384615384616,2.6923076923076925,3.449235154171316e-05,1.101701218692308e-06
CHP,2013,fall,25.5,24.6875,1.0838118043676874e-05,1.0102206710687502e-05
CHP,2013,spring,8.928571428571429,10.857142857142858,3.7948592589917147e-06,4.442778792114285e-06
CHP,2013,summer,19.88888888888889,19.666666666666668,8.453259824921112e-06,8.047665092733333e-06
CHP,2013,winter,3.769230769230769,4.461538461538462,1.6020144317967692e-06,1.8256763052615384e-06
CHP,2014,fall,17.125,17.1875,7.278540058751875e-06,7.033181887187501e-06
CHP,2014,spring,5.214285714285714,6.428571428571429,2.2161978072513573e-06,2.6305927058571427e-06
CHP,2014,summer,11.11111111111111,9.88888888888889,4.7224915223044444e-06,4.046566063577778e-06
CHP,2014,winter,3.0714285714285716,3.142857142857143,1.305431585093286e-06,1.2860675450857142e-06
CHP,2015,fall,8.375,-23.375,3.5595779849344374e-06,-9.565127366587501e-06
CHP,2015,spring,12.642857142857142,14.857142857142858,5.373520710734572e-06,6.079592031314285e-06
CHP,2015,summer,11.555555555555555,15.777777777777779,4.911391183194445e-06,6.456318887955556e-06
CHP,2015,winter,5.384615384615385,51.61538461538461,2.2885920454221534e-06,2.112118622123077e-05
CHP,2016,spring,3.9285714285714284,8.214285714285714,1.6697380739570717e-06,3.3613129019285713e-06
CHP,2016,winter,6.0,11.636363636363637,2.5501454220424547e-06,4.761638514036364e-06
COA,2008,fall,1.0,0.625,7.3303195946e-07,4.5152630339375e-07
COA,2008,spring,0.0,0.0,0.0,0.0
COA,2008,summer,0.0,0.1111111111111111,0.0,8.027134282555555e-08
COA,2008,winter,0.0,0.0,0.0,0.0
COA,2009,fall,5.0625,11.625,3.7109742947700006e-06,8.39838924313125e-06
COA,2009,spring,0.0,0.0,0.0,0.0
COA,2009,summer,0.2222222222222222,0.3333333333333333,1.628959909911111e-07,2.408140284766667e-07
COA,2009,winter,0.38461538461538464,-6.538461538461538,2.819353690230769e-07,-4.723659789353846e-06
COA,2010,fall,1.5625,1.375,1.14536243665625e-06,9.9335786746625e-07
COA,2010,spring,0.07142857142857142,0.0,5.2359425675714286e-08,0.0
COA,2010,summer,0.4444444444444444,0.3333333333333333,3.257919819822222e-07,2.408140284766667e-07
COA,2010,winter,0.0,0.0,0.0,0.0
COA,2011,fall,23.5625,29.875,1.7272065544782496e-05,2.1582957302239373e-05
COA,2011,spring,0.07142857142857142,0.21428571428571427,5.2359425675714286e-08,1.548090183064286e-07
COA,2011,summer,0.0,0.7777777777777778,0.0,5.61899399778889e-07
COA,2011,winter,0.07692307692307693,0.0,5.6387073804615384e-08,0.0
COA,2012,fall,2.25,3.4375,1.649321908785e-06,2.4833946686637498e-06
COA,2012,spring,0.0,0.0,0.0,0.0
COA,2012,summer,0.1111111111111111,0.1111111111111111,8.144799549555555e-08,8.027134282555555e-08
COA,2012,winter,0.07692307692307693,0.15384615384615385,5.6387073804615384e-08,1.1114493622e-07
COA,2013,fall,23.5625,29.875,1.7272065544782496e-05,2.1582957302239373e-05
COA,2013,spring,0.07142857142857142,0.21428571428571427,5.2359425675714286e-08,1.548090183064286e-07
COA,2013,summer,0.0,0.7777777777777778,0.0,5.61899399778889e-07
COA,2013,winter,0.07692307692307693,0.0,5.6387073804615384e-08,0.0
COA,2014,fall,5.375,6.5625,3.9400467820975e-06,4.74102618563875e-06
COA,2014,spring,0.07142857142857142,0.07142857142857142,5.2359425675714286e-08,5.160300610214286e-08
COA,2014,summer,0.3333333333333333,0.6666666666666666,2.443439864866667e-07,4.816280569533334e-07
COA,2014,winter,0.07142857142857142,0.0,5.2359425675714286e-08,0.0
COA,2015,fall,1.8125,1.5,1.32862042652125e-06,1.0836631281450004e-06
COA,2015,spring,0.21428571428571427,0.2857142857142857,1.5707827702714285e-07,2.0641202440857144e-07
COA,2015,summer,0.2222222222222222,0.1111111111111111,1.628959909911111e-07,8.027134282555555e-08
COA,2015,winter,0.0,0.15384615384615385,0.0,1.1114493622e-07
COA,2016,spring,0.2857142857142857,0.35714285714285715,2.0943770270285714e-07,2.5801503051071433e-07
COA,2016,winter,0.09090909090909091,0.18181818181818182,6.663926904181818e-08,1.313531064418182e-07
COL,2008,fall,39.125,44.0625,0.0001212088354658125,0.00013443320671825625
COL,2008,spring,4.142857142857143,6.0,1.2834527534495e-05,1.830579836162429e-05
COL,2008,summer,6.333333333333333,10.88888888888889,1.962059956422333e-05,3.322163406371444e-05
COL,2008,winter,6.0,-63.285714285714285,1.858793642925857e-05,-0.00019308258748093932
COL,2009,fall,49.4375,49.3125,0.00015315685120356873,0.00015045078028463188
COL,2009,spring,26.642857142857142,29.142857142857142,8.253928914419286e-05,8.891387775645071e-05
COL,2009,summer,27.555555555555557,26.88888888888889,8.536681915664445e-05,8.203709636137778e-05
COL,2009,winter,23.46153846153846,25.846153846153847,7.268359757593076e-05,7.885574678856153e-05
COL,2010,fall,3.4375,5.3125,1.0649338579260627e-05,1.6208258966028747e-05
COL,2010,spring,5.428571428571429,5.071428571428571,1.6817656769324288e-05,1.5472758138985002e-05
COL,2010,summer,3.7777777777777777,4.777777777777778,1.1703515529534444e-05,1.4576839436104446e-05
COL,2010,winter,14.461538461538462,13.615384615384615,4.480169293206e-05,4.154008089752308e-05
COL,2011,fall,35.6875,37.5625,0.0001105594968865,0.00011460192515975627
COL,2011,spring,6.714285714285714,7.642857142857143,2.0800786004161426e-05,2.3318100293974283e-05
COL,2011,summer,17.77777777777778,20.0,5.507536719775555e-05,6.10193278721111e-05
COL,2011,winter,7.384615384615385,7.923076923076923,2.287746022063308e-05,2.4173041426254612e-05
COL,2012,fall,6.6875,7.25,2.071780414511e-05,2.2119506353627497e-05
COL,2012,spring,0.6428571428571429,0.7857142857142857,1.9915646174207145e-06,2.39718788069e-06
COL,2012,summer,2.888888888888889,3.0,8.949747169651111e-06,9.152899180803334e-06
COL,2012,winter,2.3076923076923075,1.8461538461538463,7.149206318939999e-06,5.632553342035384e-06
COL,2013,fall,35.6875,37.5625,0.0001105594968865,0.00011460192515975627
COL,2013,spring,6.714285714285714,7.642857142857143,2.0800786004161426e-05,2.3318100293974283e-05
COL,2013,summer,17.77777777777778,20.0,5.507536719775555e-05,6.10193278721111e-05
COL,2013,winter,7.384615384615385,7.923076923076923,2.287746022063308e-05,2.4173041426254612e-05
COL,2014,fall,10.125,11.0,3.136714272437375e-05,3.35606303296575e-05
COL,2014,spring,2.7142857142857144,3.142857142857143,8.408828384666428e-06,9.588751522748572e-06
COL,2014,summer,9.777777777777779,9.777777777777779,3.029145195878889e-05,2.9831671404134444e-05
COL,2014,winter,3.2142857142857144,4.214285714285714,9.957823087108571e-06,1.2857644087323572e-05
COL,2015,fall,5.3125,7.375,1.6458068713403125e-05,2.2500877152836867e-05
COL,2015,spring,12.428571428571429,15.642857142857142,3.850358260346786e-05,4.7725831442821426e-05
COL,2015,summer,16.333333333333332,27.333333333333332,5.0600493612977786e-05,8.339308142525556e-05
COL,2015,winter,3.076923076923077,3.230769230769231,9.532275091929999e-06,9.85696834856077e-06
COL,2016,spring,1.5,1.9285714285714286,4.646984107315e-06,5.884006616235e-06
COL,2016,winter,2.1818181818181817,2.1818181818181817,6.759249610638181e-06,6.656653949679089e-06
DIF,2008,fall,0.0,0.0,0.0,0.0
DIF,2008,spring,0.0,0.0,0.0,0.0
DIF,2008,summer,0.0,0.0,0.0,0.0
DIF,2008,winter,0.0,0.0,0.0,0.0
DIF,2009,fall,0.0,0.0,0.0,0.0
DIF,2009,spring,0.0,0.0,0.0,0.0
DIF,2009,summer,0.0,0.0,0.0,0.0
DIF,2009,winter,0.0,0.0,0.0,0.0
DIF,2010,fall,0.0,0.0,0.0,0.0
DIF,2010,spring,0.0,0.0,0.0,0.0
DIF,2010,summer,0.0,0.0,0.0,0.0
DIF,2010,winter,0.0,0.0,0.0,0.0
DIF,2011,fall,0.0,0.0,0.0,0.0
DIF,2011,spring,0.0,0.0,0.0,0.0
DIF,2011,summer,0.0,0.0,0.0,0.0
DIF,2011,winter,0.0,0.0,0.0,0.0
DIF,2012,fall,0.0,0.0,0.0,0.0
DIF,2012,spring,0.0,0.0,0.0,0.0
DIF,2012,summer,0.0,0.0,0.0,0.0
DIF,2012,winter,0.0,0.0,0.0,0.0
DIF,2013,fall,0.0,0.0,0.0,0.0
DIF,2013,spring,0.0,0.0,0.0,0.0
DIF,2013,summer,0.0,0.0,0.0,0.0
DIF,2013,winter,0.0,0.0,0.0,0.0
DIF,2014,fall,0.0,0.0,0.0,0.0
DIF,2014,spring,0.0,0.0,0.0,0.0
DIF,2014,summer,0.0,0.0,0.0,0.0
DIF,2014,winter,0.0,0.0,0.0,0.0
DIF,2015,fall,0.0,0.0,0.0,0.0
DIF,2015,spring,0.0,0.0,0.0,0.0
DIF,2015,summer,0.0,0.0,0.0,0.0
DIF,2015,winter,0.0,0.0,0.0,0.0
DIF,2016,spring,0.0,0.0,0.0,0.0
DIF,2016,winter,0.0,0.0,0.0,0.0
DUR,2008,fall,1.0625,2.4375,1.321698242296875e-06,2.9401334549193755e-06
DUR,2008,spring,0.14285714285714285,0.35714285714285715,1.7770732669571428e-07,4.307887846035714e-07
DUR,2008,summer,0.0,0.2222222222222222,0.0,2.6804635486444443e-07
DUR,2008,winter,0.0,0.0,0.0,0.0
DUR,2009,fall,6.9375,10.25,8.629912052734992e-06,1.2363638118128757e-05
DUR,2009,spring,0.0,0.07142857142857142,0.0,8.615775692071429e-08
DUR,2009,summer,0.0,0.0,0.0,0.0
DUR,2009,winter,0.0,0.0,0.0,0.0
DUR,2010,fall,0.375,0.6875,4.6648173257625e-07,8.29268410361875e-07
DUR,2010,spring,0.0,0.07142857142857142,0.0,8.615775692071429e-08
DUR,2010,summer,0.0,0.0,0.0,0.0
DUR,2010,winter,0.0,0.0,0.0,0.0
DUR,2011,fall,0.0,0.0,0.0,0.0
DUR,2011,spring,0.0,0.07142857142857142,0.0,8.615775692071429e-08
DUR,2011,summer,0.0,0.0,0.0,0.0
DUR,2011,winter,0.0,0.0,0.0,0.0
DUR,2012,fall,0.0625,0.1875,7.7746955429375e-08,2.26164111916875e-07
DUR,2012,spring,0.07142857142857142,0.0,8.885366334785714e-08,0.0
DUR,2012,summer,0.0,0.0,0.0,0.0
DUR,2012,winter,0.0,0.0,0.0,0.0
DUR,2013,fall,0.0,0.0,0.0,0.0
DUR,2013,spring,0.0,0.07142857142857142,0.0,8.615775692071429e-08
DUR,2013,summer,0.0,0.0,0.0,0.0
DUR,2013,winter,0.0,0.0,0.0,0.0
DUR,2014,fall,0.25,0.5625,3.109878217175e-07,6.78492335750625e-07
DUR,2014,spring,0.07142857142857142,0.0,8.885366334785714e-08,0.0
DUR,2014,summer,2.0,1.0,2.487902573735555e-06,1.2062085968899998e-06
DUR,2014,winter,0.0,0.0,0.0,0.0
DUR,2015,fall,2.6875,4.6875,3.343119083459375e-06,5.6541027979193735e-06
DUR,2015,spring,0.14285714285714285,0.21428571428571427,1.7770732669571428e-07,2.5847327076214284e-07
DUR,2015,summer,0.2222222222222222,0.1111111111111111,2.7643361930444444e-07,1.3402317743222221e-07
DUR,2015,winter,0.0,0.0,0.0,0.0
DUR,2016,spring,0.07142857142857142,0.07142857142857142,8.885366334785714e-08,8.615775692071429e-08
DUR,2016,winter,0.0,0.0,0.0,0.0
GRO,2008,fall,-38.0625,-25.125,-2.3130409629287498e-05,-1.4413090355850003e-05
GRO,2008,spring,15.142857142857142,20.5,9.202246007808572e-06,1.1759934419712144e-05
GRO,2008,summer,31.333333333333332,40.333333333333336,1.9041125387224444e-05,2.3137431947733335e-05
GRO,2008,winter,8.285714285714286,9.428571428571429,5.035191211826571e-06,5.4087503254442865e-06
GRO,2009,fall,91.75,99.125,5.575606130673126e-05,5.686358533441875e-05
GRO,2009,spring,14.714285714285714,17.857142857142858,8.941805083064286e-06,1.0243845313339285e-05
GRO,2009,summer,27.333333333333332,27.77777777777778,1.66103434229e-05,1.5934870487422223e-05
GRO,2009,winter,14.307692307692308,14.23076923076923,8.69472010317077e-06,8.163556726627694e-06
GRO,2010,fall,33.5,39.375,2.0357798951241874e-05,2.2587678915921873e-05
GRO,2010,spring,27.142857142857142,31.285714285714285,1.6494591900802858e-05,1.7947216988992857e-05
GRO,2010,summer,56.666666666666664,62.0,3.443607782796667e-05,3.556663092794444e-05
GRO,2010,winter,28.076923076923077,27.153846153846153,1.7062219557304615e-05,1.5576948781105925e-05
GRO,2011,fall,30.4375,27.125,1.8496731509803124e-05,1.556040103097188e-05
GRO,2011,spring,7.5,10.285714285714286,4.5577161831137145e-06,5.900454900484999e-06
GRO,2011,summer,15.11111111111111,17.333333333333332,9.182954087453332e-06,9.943359184144444e-06
GRO,2011,winter,13.923076923076923,20.615384615384617,8.460991068145538e-06,1.1826125420203845e-05
GRO,2012,fall,41.3125,51.5625,2.5105419975321875e-05,2.957910334228187e-05
GRO,2012,spring,6.857142857142857,7.714285714285714,4.1670547959860005e-06,4.4253411753690715e-06
GRO,2012,summer,43.888888888888886,46.44444444444444,2.6671079886366666e-05,2.6643103454977775e-05
GRO,2012,winter,3.6153846153846154,4.3076923076923075,2.197052929297231e-06,2.471130684818462e-06
GRO,2013,fall,30.4375,33.375,1.8496731509803124e-05,1.9145746890646878e-05
GRO,2013,spring,7.5,10.285714285714286,4.5577161831137145e-06,5.900454900484999e-06
GRO,2013,summer,15.11111111111111,17.333333333333332,9.182954087453332e-06,9.943359184144444e-06
GRO,2013,winter,13.923076923076923,12.923076923076923,8.460991068145538e-06,7.413392054455384e-06
GRO,2014,fall,15.75,18.375,9.571203984538749e-06,1.0540916827418124e-05
