1,2,3,4,5,6,7,8,9,10,11,12,13,class
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,1,0,4,0,0,0,0,0,epidemiology
0,0,1,0,1,2,4,9,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
NA,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
NA,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,1,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,1,0,0,0,0,0,0,0,0,1,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,1,epidemiology
0,0,0,0,0,0,0,1,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,2,-1,0,0,epidemiology
0,0,0,0,0,0,0,1,0,0,-1,0,0,epidemiology
0,2,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,3,0,0,0,0,0,0,0,1,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,1,0,0,0,0,0,epidemiology
0,0,1,0,0,0,0,0,0,0,3,0,0,epidemiology
0,0,1,0,0,0,0,1,0,0,1,1,0,epidemiology
0,2,0,4,15,-1,9,4,17,14,5,6,13,epidemiology
2,2,0,5,15,0,25,4,15,15,1,1,16,epidemiology
1,1,1,0,0,0,0,0,0,0,1,0,0,epidemiology
1,1,2,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,1,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
NA,0,0,0,0,0,0,0,0,0,0,0,5,epidemiology
NA,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,1,0,0,-1,1,0,0,0,0,0,0,epidemiology
0,0,1,0,1,0,0,1,0,2,0,0,0,epidemiology
0,0,1,1,1,0,0,0,0,0,0,0,0,epidemiology
0,1,0,0,0,2,0,1,0,0,0,0,2,epidemiology
0,2,1,2,0,0,5,13,18,5,7,5,6,epidemiology
1,1,0,0,0,3,14,11,16,8,13,1,15,epidemiology
4,1,0,1,1,1,3,1,1,0,0,0,0,epidemiology
10,7,0,0,0,3,4,7,3,0,0,0,0,epidemiology
0,1,0,1,2,0,0,0,0,0,1,0,2,epidemiology
0,0,0,0,1,0,0,0,0,0,0,1,3,epidemiology
0,0,0,0,1,0,0,1,0,0,0,0,0,epidemiology
0,0,0,0,1,0,0,0,1,0,0,0,0,epidemiology
0,1,1,0,0,0,11,2,1,13,48,27,14,epidemiology
1,4,0,0,0,0,30,3,0,26,47,34,15,epidemiology
0,0,28,0,0,22,4,7,4,2,4,1,8,epidemiology
0,0,44,2,0,13,12,8,11,3,8,2,7,epidemiology
4,0,4,2,5,7,4,2,7,3,9,2,11,epidemiology
5,2,2,4,7,5,7,4,7,7,3,5,12,epidemiology
2,3,7,4,7,4,5,20,9,13,0,19,12,epidemiology
2,9,9,4,8,6,9,24,16,14,3,22,15,epidemiology
7,15,9,34,52,49,30,47,24,64,78,33,22,epidemiology
13,16,13,25,44,50,42,52,28,69,60,39,24,epidemiology
19,0,29,1,-1,3,6,3,1,4,0,0,4,epidemiology
25,0,31,0,0,1,3,2,0,3,0,1,2,epidemiology
1,0,1,1,0,0,0,0,0,0,1,0,0,epidemiology
0,1,2,2,2,1,1,1,0,0,0,0,0,epidemiology
0,0,0,0,1,1,0,0,4,0,1,5,10,epidemiology
0,0,1,1,0,3,2,0,3,1,5,7,13,epidemiology
5,26,30,25,102,120,93,67,151,79,109,101,197,epidemiology
10,31,37,20,134,161,83,79,224,109,146,135,264,epidemiology
141,65,109,1,0,0,0,0,0,0,0,0,0,epidemiology
129,91,118,0,0,0,0,1,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,1,0,0,0,0,1,epidemiology
0,0,0,0,0,0,1,0,0,0,1,0,0,epidemiology
0,0,1,0,0,0,0,0,0,0,0,0,3,epidemiology
0,2,0,0,0,0,1,1,0,1,0,1,6,epidemiology
1,0,1,3,0,0,1,6,8,7,11,7,39,epidemiology
0,0,0,4,1,3,1,9,5,9,20,7,47,epidemiology
36,41,31,0,0,3,6,3,1,4,0,0,4,epidemiology
49,54,32,0,0,1,3,2,0,3,0,1,2,epidemiology
1,0,1,1,0,0,0,0,0,0,1,0,0,epidemiology
0,1,2,2,2,1,1,1,0,0,0,0,0,epidemiology
0,0,0,0,1,1,0,0,4,0,1,5,10,epidemiology
0,0,1,1,0,3,2,0,3,1,5,7,13,epidemiology
5,26,30,25,102,120,93,67,151,79,109,101,197,epidemiology
10,31,37,20,134,161,83,79,224,109,146,135,264,epidemiology
141,65,109,0,5,4,14,11,2,7,2,0,0,epidemiology
29,191,118,0,2,5,-7,29,5,4,5,1,0,epidemiology
4,1,2,2,3,2,1,3,1,3,0,5,5,epidemiology
0,1,1,3,2,1,0,2,1,3,4,4,7,epidemiology
2,5,3,4,14,-7,18,7,21,23,66,80,90,epidemiology
2,6,9,7,16,-5,18,20,29,39,101,90,93,epidemiology
67,50,129,167,128,170,207,200,79,152,46,80,54,epidemiology
89,53,163,182,183,223,267,204,82,191,63,106,64,epidemiology
49,18,21,0,1,4,5,3,2,2,1,0,0,epidemiology
62,24,18,0,2,1,6,0,2,0,1,1,1,epidemiology
0,0,0,0,0,0,1,1,0,1,0,0,1,epidemiology
1,0,0,0,1,0,0,0,2,0,1,1,0,epidemiology
2,2,1,0,0,2,0,3,0,1,1,3,2,epidemiology
0,0,1,3,2,0,0,0,2,0,0,5,4,epidemiology
2,7,4,8,6,16,8,13,7,12,12,10,8,epidemiology
5,5,3,18,22,29,50,26,13,7,20,16,19,epidemiology
4,2,2,0,0,1,1,0,3,2,3,1,1,epidemiology
4,2,2,0,1,4,1,1,0,0,0,3,0,epidemiology
4,0,1,2,0,1,0,0,1,1,0,0,2,epidemiology
3,0,-12,15,3,0,0,0,0,1,0,1,0,epidemiology
NA,0,3,0,0,0,0,0,0,1,0,1,0,epidemiology
NA,0,0,0,0,0,0,0,0,1,0,0,0,epidemiology
1,0,0,0,0,0,1,0,1,0,-4,0,0,epidemiology
0,0,0,0,0,0,1,0,0,0,-1,0,0,epidemiology
5,1,0,0,2,3,0,1,0,2,2,0,0,epidemiology
1,0,0,2,1,1,0,2,0,1,3,0,0,epidemiology
2,1,2,0,0,0,0,0,0,2,0,0,0,epidemiology
1,2,1,2,0,0,0,0,3,1,0,0,0,epidemiology
0,0,0,0,1,2,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,18,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,5,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,15,0,33,0,22,73,epidemiology
0,0,0,0,0,0,0,18,0,43,0,21,102,epidemiology
-30,0,67,0,0,0,6,3,0,18,0,19,0,epidemiology
0,0,54,0,0,0,6,1,0,18,1,25,0,epidemiology
5,1,1,0,8,-1,0,12,1,1,6,0,6,epidemiology
8,1,1,1,9,0,0,5,1,0,7,0,8,epidemiology
0,5,5,0,9,21,12,0,17,39,22,33,42,epidemiology
0,2,8,0,6,16,15,0,15,39,24,20,52,epidemiology
5,17,25,11,12,25,2,25,0,0,7,14,13,epidemiology
9,13,22,20,14,24,4,25,0,0,9,20,15,epidemiology
3,0,0,0,0,1,1,0,0,0,0,7,0,epidemiology
5,0,0,0,0,0,3,0,0,0,0,6,0,epidemiology
0,5,0,1,2,0,0,1,3,0,5,0,11,epidemiology
0,1,0,5,8,0,0,3,4,0,5,0,8,epidemiology
0,8,2,20,0,5,7,6,8,12,5,18,13,epidemiology
5,5,2,13,0,3,8,7,11,6,11,17,15,epidemiology
11,9,0,0,12,22,0,10,11,2,26,22,4,epidemiology
16,13,0,0,10,39,0,13,10,0,21,8,6,epidemiology
7,6,0,0,12,3,18,1,28,29,5,2,29,epidemiology
11,2,1,0,9,6,8,1,31,32,8,8,34,epidemiology
1,19,12,0,5,4,2,14,0,13,10,12,21,epidemiology
0,22,10,0,3,8,8,18,0,12,7,6,23,epidemiology
13,18,8,16,23,21,0,30,28,34,9,26,8,epidemiology
11,19,8,13,27,23,0,34,15,32,16,36,14,epidemiology
24,0,43,7,26,12,36,12,15,10,0,0,0,epidemiology
36,0,35,18,26,10,37,22,22,7,0,0,0,epidemiology
37,4,0,0,0,1,1,0,0,0,0,7,0,epidemiology
52,6,0,0,0,0,3,0,0,0,0,6,0,epidemiology
0,5,0,1,2,0,0,1,3,0,5,0,11,epidemiology
0,1,0,5,8,0,0,3,4,0,5,0,8,epidemiology
0,8,2,20,0,5,7,6,8,12,5,18,13,epidemiology
5,5,2,13,0,3,8,7,11,6,11,17,15,epidemiology
11,9,0,0,12,22,0,10,11,2,26,22,4,epidemiology
16,13,0,0,10,39,0,13,10,0,21,8,6,epidemiology
7,6,10,0,0,4,0,3,0,5,0,4,0,epidemiology
11,3,0,0,0,1,-1,7,0,5,0,10,1,epidemiology
2,9,4,8,0,8,0,0,1,2,1,4,2,epidemiology
5,3,4,3,0,9,0,0,5,4,1,3,1,epidemiology
0,6,9,0,13,-5,12,9,7,0,8,8,11,epidemiology
0,3,8,0,13,-4,6,15,3,0,-94,114,8,epidemiology
6,0,9,0,12,0,15,5,5,0,5,1,7,epidemiology
11,0,20,0,11,0,14,4,10,0,7,0,6,epidemiology
9,1,0,0,0,6,0,1,8,0,0,5,0,epidemiology
4,4,0,0,0,6,-2,4,3,0,0,4,0,epidemiology
0,10,2,0,3,0,6,0,2,8,0,7,6,epidemiology
0,6,1,0,4,0,6,0,6,9,0,6,3,epidemiology
5,0,14,11,0,12,0,0,2,0,4,6,0,epidemiology
13,0,12,11,0,25,5,0,8,0,12,10,0,epidemiology
0,17,2,0,7,2,0,0,10,2,3,0,0,epidemiology
0,31,9,0,5,0,0,0,7,0,2,3,0,epidemiology
2,0,0,0,0,0,4,4,0,7,0,2,1,epidemiology
3,0,0,0,0,1,3,7,0,14,1,1,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,1,0,0,0,0,0,0,0,2,0,0,epidemiology
NA,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
NA,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,1,0,epidemiology
0,0,0,1,0,0,0,0,0,0,0,0,0,epidemiology
0,0,1,0,5,2,0,0,0,0,0,3,0,epidemiology
0,0,2,0,5,0,0,2,0,0,0,0,0,epidemiology
4,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
1,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,2,1,0,epidemiology
0,0,0,0,0,0,0,0,0,0,3,7,0,epidemiology
0,0,0,0,10,1,14,21,0,0,29,4,1,epidemiology
0,0,0,0,7,5,15,25,0,0,29,0,1,epidemiology
0,0,5,0,0,0,0,0,0,0,0,0,0,epidemiology
97,0,-85,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,1,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,3,0,1,0,0,epidemiology
0,0,0,0,0,0,0,0,1,0,2,0,0,epidemiology
3,3,3,0,0,3,0,0,0,8,0,0,0,epidemiology
3,3,1,0,0,2,0,0,0,9,0,0,0,epidemiology
5,0,0,0,0,0,0,0,0,0,1,0,0,epidemiology
4,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,1,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,1,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,1,0,epidemiology
2,0,2,0,0,0,0,0,1,0,4,0,0,epidemiology
2,4,8,0,16,46,42,42,62,51,54,37,11,epidemiology
4,1,13,3,25,58,52,78,73,48,61,52,9,epidemiology
1,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
1,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,1,0,0,0,0,0,0,1,0,epidemiology
0,0,0,0,0,0,1,0,0,0,0,2,0,epidemiology
8,0,8,2,0,0,0,4,1,0,0,0,12,epidemiology
14,0,4,4,0,0,2,10,2,0,0,0,17,epidemiology
0,1,0,0,0,0,0,0,0,0,1,0,0,epidemiology
0,2,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,1,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,1,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,1,0,epidemiology
2,0,2,0,0,0,0,0,1,0,4,0,0,epidemiology
2,4,8,0,16,46,42,42,62,51,54,37,11,epidemiology
4,1,13,3,25,58,52,78,73,48,61,52,9,epidemiology
1,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
1,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
0,0,0,0,0,0,0,1,0,0,0,0,0,epidemiology
0,1,0,0,1,-1,1,0,2,0,0,0,11,epidemiology
0,0,0,0,3,-2,2,0,3,0,0,0,16,epidemiology
1,0,12,7,11,12,2,7,9,5,0,8,0,epidemiology
1,0,12,8,11,15,9,8,8,8,0,6,0,epidemiology
1,0,1,0,0,0,0,0,0,0,0,0,0,epidemiology
3,0,0,0,0,0,0,0,1,0,0,1,0,epidemiology
0,0,0,0,0,0,0,1,0,0,0,0,0,epidemiology
0,2,0,0,1,0,0,1,0,0,0,0,0,epidemiology
1,1,2,0,0,0,0,0,0,0,0,3,2,epidemiology
0,0,0,0,0,0,0,0,1,0,0,1,2,epidemiology
1,0,0,1,2,0,6,3,3,1,3,1,2,epidemiology
0,0,0,0,3,1,2,3,5,1,4,0,1,epidemiology
1,0,0,0,0,0,0,0,0,0,0,0,0,epidemiology
1,0,0,0,0,0,0,0,0,0,0,2,0,epidemiology
1,0,0,0,1,0,1,0,0,0,1,0,1,epidemiology
0,0,0,0,1,0,1,0,0,1,0,2,0,epidemiology
NA,0,0,0,0,0,5,4,7,4,5,4,7,epidemiology
NA,0,0,0,0,0,6,4,7,8,3,2,5,epidemiology
2,4,1,0,2,-3,0,13,8,6,6,9,5,epidemiology
3,0,2,0,4,0,1,23,15,9,14,5,7,epidemiology
3,4,4,0,10,17,5,5,1,3,12,13,19,epidemiology
2,2,2,2,16,30,16,13,0,2,17,17,21,epidemiology
7,8,15,18,14,32,22,21,83,68,102,0,0,epidemiology
11,5,17,19,26,33,14,32,98,68,130,0,0,epidemiology
204,49,0,20,14,40,23,25,18,12,-5,26,23,epidemiology
214,-924,0,12,17,44,27,33,29,14,12,28,23,epidemiology
14,6,28,37,47,28,18,20,43,19,21,14,30,epidemiology
7,1,33,40,52,32,33,25,38,23,26,16,31,epidemiology
28,34,25,35,18,33,12,35,27,25,38,40,45,epidemiology
28,30,13,23,17,30,15,29,32,41,42,43,57,epidemiology
29,66,70,137,20,37,117,24,9,6,40,43,108,epidemiology
28,76,49,146,10,48,96,20,2,8,45,46,115,epidemiology
0,0,95,2,0,39,20,21,22,34,20,18,3,epidemiology
0,0,90,0,0,45,25,19,13,26,14,22,5,epidemiology
9,11,5,15,5,8,9,1,5,3,7,2,3,epidemiology
8,7,11,9,3,8,9,3,4,0,5,5,1,epidemiology
0,2,1,10,2,8,2,4,3,2,2,9,1,epidemiology
3,3,1,8,1,9,2,10,6,5,1,11,0,epidemiology
0,0,6,15,7,3,2,3,1,2,4,0,2,epidemiology
0,0,13,25,14,7,5,3,0,3,2,2,0,epidemiology
0,0,0,0,2,6,13,9,6,11,5,12,6,epidemiology
0,0,0,0,2,7,19,11,5,11,6,4,4,epidemiology
9,4,3,4,4,7,8,9,8,3,11,6,12,epidemiology
17,4,3,3,5,7,6,7,8,11,5,10,12,epidemiology
7,8,19,14,7,6,14,9,23,15,53,38,43,epidemiology
9,17,13,10,9,9,14,8,20,31,66,47,41,epidemiology
40,44,16,26,49,48,29,29,49,45,23,23,37,epidemiology
43,36,25,29,44,52,42,30,57,44,25,32,29,epidemiology
32,16,1,0,0,1,3,1,0,2,2,7,4,epidemiology
25,11,6,0,0,0,1,1,1,4,4,3,0,epidemiology
2,0,2,0,0,0,0,1,0,0,0,0,4,epidemiology
1,1,0,0,0,4,0,2,0,0,1,0,1,epidemiology
1,1,2,2,4,0,1,2,3,6,6,2,5,epidemiology
1,1,2,4,8,1,-1,0,3,6,4,3,4,epidemiology
7,0,3,8,5,7,3,8,5,2,9,6,30,epidemiology
1,0,7,7,2,9,6,7,12,4,5,10,22,epidemiology
7,7,1,0,2,6,13,9,6,11,5,12,6,epidemiology
17,9,0,0,2,7,19,11,5,11,6,4,4,epidemiology
9,4,3,4,4,7,8,9,8,3,11,6,12,epidemiology
17,4,3,3,5,7,6,7,8,11,5,10,12,epidemiology
7,8,19,14,7,6,14,9,23,15,53,38,43,epidemiology
9,17,13,10,9,9,14,8,20,31,66,47,41,epidemiology
40,44,16,26,49,48,29,29,49,45,23,23,37,epidemiology
43,36,25,29,44,52,42,30,57,44,25,32,29,epidemiology
32,16,1,0,1,0,4,9,1,2,2,3,2,epidemiology
25,11,6,0,1,5,-6,21,5,4,2,5,5,epidemiology
6,1,6,3,1,0,3,2,1,2,2,2,3,epidemiology
4,1,3,3,5,0,1,6,4,0,2,2,5,epidemiology
5,7,7,7,17,-8,24,10,5,13,13,9,10,epidemiology
7,5,2,11,22,-8,32,9,5,8,7,6,8,epidemiology
5,1,9,14,15,8,15,16,5,16,8,15,6,epidemiology
10,6,19,11,14,15,13,17,7,14,7,18,8,epidemiology
10,10,4,0,2,5,1,4,2,10,5,3,7,epidemiology
3,7,5,0,3,7,2,2,3,9,1,3,6,epidemiology
1,-15,27,2,8,10,8,10,15,11,18,21,21,epidemiology
6,4,14,5,5,7,8,13,12,21,17,29,26,epidemiology
16,22,31,21,13,4,6,12,21,20,19,19,11,epidemiology
25,33,49,32,13,9,18,27,31,29,38,29,26,epidemiology
2,25,6,0,2,1,3,1,5,2,2,2,1,epidemiology
4,32,6,3,1,1,2,1,2,2,4,1,4,epidemiology
3,0,0,0,3,1,2,2,4,4,2,4,1,epidemiology
0,0,0,0,1,0,1,1,3,8,7,1,2,epidemiology
1,2,0,0,3,4,1,0,1,1,1,1,3,epidemiology
0,1,2,1,1,2,0,0,0,3,1,2,5,epidemiology
NA,0,4,0,0,0,1,0,9,2,0,1,1,epidemiology
NA,5,4,0,0,2,0,0,9,4,0,0,3,epidemiology
1,1,1,0,4,7,6,8,4,8,9,13,9,epidemiology
0,1,1,1,2,6,6,12,5,10,8,8,8,epidemiology
18,15,17,25,35,40,13,13,22,20,24,12,19,epidemiology
17,18,22,26,24,27,22,9,21,23,38,19,34,epidemiology
15,16,12,22,15,21,30,8,13,7,9,11,4,epidemiology
12,27,16,19,15,16,38,11,14,12,5,7,7,epidemiology
4,0,6,0,1,0,1,2,2,2,2,3,3,epidemiology
1,0,9,0,1,2,3,0,2,2,4,2,4,epidemiology
1,7,9,3,4,2,1,2,8,3,4,7,10,epidemiology
1,7,9,5,1,3,4,2,5,4,6,13,6,epidemiology
6,8,5,3,1,37,32,3,12,23,60,36,52,epidemiology
9,9,3,2,0,33,30,5,14,36,72,51,62,epidemiology
44,88,52,53,69,79,94,58,19,121,47,50,17,epidemiology
33,82,50,79,61,72,100,50,28,142,58,69,13,epidemiology
0,0,13,0,0,9,0,6,5,3,12,3,3,epidemiology
0,0,19,0,0,0,2,2,6,5,6,2,8,epidemiology
1,2,2,2,-1,8,3,3,2,5,8,8,12,epidemiology
1,3,2,0,0,2,5,2,3,6,8,5,27,epidemiology
19,23,16,27,18,25,2,16,14,17,9,5,17,epidemiology
29,15,25,29,22,19,3,8,17,19,4,8,14,epidemiology
5,11,10,9,12,12,4,3,1,1,1,2,0,epidemiology
7,8,9,2,7,8,1,5,2,0,7,2,2,epidemiology
3,0,0,0,1,9,0,4,1,4,4,7,2,epidemiology
0,0,0,0,0,6,1,8,0,4,8,9,2,epidemiology
